NAME,GEOID,minx,miny,maxx,maxy
Abingdon,1700113,-90.414639,40.791531,-90.385946,40.816236
Adair,1700178,-90.505874,40.412235,-90.49121,40.424295
Adams,1700191,-91.213516,39.859836,-91.185017,39.885834
Addieville,1700230,-89.495755,38.383677,-89.477149,38.399729
Addison,1700243,-88.05218,41.904996,-87.959657,41.957445
Adeline,1700295,-89.496942,42.135841,-89.486918,42.144682
Albany,1700516,-90.234601,41.779204,-90.200315,41.795074
Albers,1700555,-89.640039,38.531719,-89.602666,38.552384
Albion,1700568,-88.080167,38.360519,-88.028816,38.393473
Alden,1700594,-88.523226,42.45511,-88.513467,42.462306
Aledo,1700646,-90.761953,41.185186,-90.71822,41.214498
Alexander,1700659,-90.051704,39.71414,-90.02235,39.730959
Alexis,1700672,-90.563305,41.057105,-90.546781,41.068328
Algonquin,1700685,-88.383651,42.132401,-88.257476,42.193731
Alhambra,1700737,-89.749751,38.880932,-89.723495,38.891964
Allendale,1700815,-87.716023,38.523825,-87.703439,38.531301
Allenville,1700867,-88.547199,39.552477,-88.52811,39.564363
Allerton,1700880,-87.947533,39.906678,-87.928033,39.923397
Alma,1700919,-88.921736,38.71508,-88.901738,38.730622
Alpha,1700971,-90.38628,41.184759,-90.375128,41.201216
Alsey,1700997,-90.439758,39.553721,-90.425765,39.564909
Alsip,1701010,-87.778572,41.651704,-87.694909,41.690891
Altamont,1701049,-88.75745,39.036438,-88.733934,39.072303
Alto Pass,1701205,-89.334946,37.561702,-89.304901,37.583827
Alton,1701114,-90.209312,38.8628,-90.088186,38.948697
Altona,1701140,-90.173813,41.107014,-90.15419,41.123053
Alvan (Alvin),1701242,-87.614799,40.300247,-87.597198,40.314751
Amboy,1701270,-89.421265,41.701867,-89.314099,41.757939
Anchor,1701361,-88.544878,40.565791,-88.53344,40.573038
Andalusia,1701426,-90.737998,41.430269,-90.696081,41.446553
Andover,1701491,-90.300377,41.287602,-90.28116,41.302398
Andres,1701517,-87.885073,41.367337,-87.877706,41.376139
Anna,1701543,-89.261321,37.445456,-89.207438,37.475962
Annapolis,1701556,-87.821634,39.13726,-87.810907,39.148478
Annawan,1701569,-89.915899,41.384598,-89.848238,41.410423
Antioch,1701595,-88.128599,42.446679,-87.991626,42.495637
Apple Canyon Lake,1701647,-90.18572,42.404577,-90.14284,42.452867
Apple River,1701673,-90.104071,42.495763,-90.08532,42.508295
Arbury Hills,1701803,-87.850374,41.532146,-87.840568,41.539512
Arcola,1701881,-88.320815,39.673574,-88.283587,39.695372
Arenzville,1701946,-90.380107,39.87488,-90.358759,39.88607
Argenta,1701972,-88.832091,39.976077,-88.805528,39.992448
Argyle,1702050,-88.950862,42.348304,-88.930034,42.363008
Arlington,1702102,-89.258053,41.466227,-89.23941,41.478535
Arlington Heights,1702154,-88.026753,42.033157,-87.944761,42.153663
Armington,1702206,-89.32116,40.334811,-89.305663,40.343366
Aroma Park,1702258,-87.825202,41.062987,-87.772686,41.099122
Arrowsmith,1702342,-88.636447,40.445497,-88.627343,40.453031
Arthur,1702414,-88.491373,39.704765,-88.451737,39.729168
Ashkum,1702479,-87.967313,40.869558,-87.942309,40.884977
Ashland,1702505,-90.01788,39.88134,-89.994476,39.894642
Ashley,1702531,-89.200018,38.316144,-89.177876,38.338438
Ashmore,1702557,-88.02752,39.519181,-88.01088,39.538997
Ashton,1702583,-89.235932,41.862366,-89.213014,41.874393
Assumption,1702609,-89.061873,39.511677,-89.036114,39.526256
Astoria,1702635,-90.366321,40.222389,-90.344428,40.232126
Athens,1702674,-89.741398,39.950827,-89.704635,39.973301
Atkinson,1702726,-90.025077,41.405274,-89.974396,41.435366
Atlanta,1702752,-89.243266,40.252221,-89.217048,40.278969
Atwood,1702882,-88.471348,39.790197,-88.451085,39.808956
Auburn,1702921,-89.76366,39.54856,-89.721575,39.603084
Augusta,1702986,-90.959501,40.222877,-90.940115,40.240303
Aurora,1703012,-88.408212,41.679869,-88.204982,41.822179
Ava,1703103,-89.509538,37.881033,-89.486537,37.895856
Aviston,1703181,-89.622075,38.601761,-89.587469,38.634035
Avon,1703207,-90.448159,40.655824,-90.425164,40.666635
Baileyville,1703337,-89.598546,42.192849,-89.590605,42.207435
Baldwin,1703454,-89.861051,38.1771,-89.833229,38.188206
Banner,1703571,-89.924596,40.503057,-89.903397,40.524607
Bannockburn,1703610,-87.88978,42.181315,-87.851884,42.20382
Bardolph,1703675,-90.572141,40.488384,-90.552476,40.502953
Barrington,1703844,-88.159444,42.128248,-88.096705,42.168791
Barrington Hills,1703883,-88.266671,42.077881,-88.136003,42.1942
Barry,1703948,-91.050126,39.683493,-91.02462,39.71326
Barstow,1703987,-90.360065,41.511424,-90.353328,41.519743
Bartelso,1704000,-89.474841,38.53225,-89.44603,38.543675
Bartlett,1704013,-88.269244,41.94145,-88.148897,42.015752
Bartonville,1704039,-89.708721,40.605948,-89.612009,40.667875
Basco,1704052,-91.205028,40.324379,-91.192126,40.330879
Batavia,1704078,-88.363011,41.816438,-88.25977,41.871263
Batchtown,1704117,-90.673281,39.025477,-90.635863,39.040261
Bath,1704156,-90.150418,40.186268,-90.136367,40.19772
Bay View Gardens,1704273,-89.541158,40.80451,-89.512571,40.81702
Baylis,1704247,-90.91589,39.724342,-90.90307,39.735439
Beach Park,1704303,-87.894042,42.396533,-87.819345,42.457517
Beardstown,1704351,-90.443992,39.96616,-90.391318,40.024387
Beason,1704403,-89.197974,40.135798,-89.187829,40.150317
Beaverville,1704507,-87.659608,40.948566,-87.648966,40.959146
Beckemeyer,1704533,-89.444953,38.600885,-89.415067,38.61054
Bedford Park,1704572,-87.854154,41.748209,-87.741599,41.785131
Beecher,1704585,-87.640803,41.335205,-87.597294,41.369862
Beecher City,1704598,-88.796258,39.17976,-88.777587,39.194334
Belgium,1704689,-87.646439,40.054029,-87.62552,40.06557
Belknap,1704715,-88.951722,37.316044,-88.928948,37.329315
Belle Prairie City,1704793,-88.565543,38.219533,-88.547209,38.226927
Belle Rive,1704806,-88.749855,38.224206,-88.731065,38.239149
Belleville,1704845,-90.09829,38.446442,-89.905394,38.590509
Bellevue,1704871,-89.693739,40.674088,-89.642153,40.70844
Bellflower,1704897,-88.533051,40.332631,-88.517103,40.347088
Bellmont,1704936,-87.916368,38.379126,-87.904961,38.387091
Bellwood,1704975,-87.899371,41.8707,-87.85889,41.892923
Belvidere,1705092,-88.934532,42.231405,-88.803235,42.281259
Bement,1705144,-88.579998,39.915403,-88.561395,39.931752
Benld,1705209,-89.814251,39.08555,-89.792587,39.100736
Bensenville,1705248,-87.968763,41.930731,-87.914673,41.993383
Benson,1705261,-89.124802,40.845827,-89.116149,40.856961
Bentley,1705274,-91.114916,40.33441,-91.105812,40.34972
Benton,1705300,-88.947536,37.982049,-88.887843,38.080102
Berkeley,1705404,-87.920633,41.873114,-87.895511,41.899938
Berlin,1705443,-89.912696,39.749694,-89.893913,39.764568
Berwyn,1705573,-87.804199,41.821153,-87.777784,41.865392
Bethalto,1705599,-90.081954,38.869924,-90.01117,38.93116
Bethany,1705612,-88.755604,39.632287,-88.730216,39.654156
Beverly,1705729,-91.001627,39.786464,-90.977942,39.804899
Big Foot Prairie,1705859,-88.606727,42.486568,-88.596144,42.495094
Big Rock,1705976,-88.576374,41.731629,-88.488774,41.801218
Biggsville,1705898,-90.872097,40.848727,-90.854706,40.857786
Bingham,1706028,-89.218497,39.108189,-89.209117,39.116527
Bishop Hill,1706171,-90.124745,41.194189,-90.110208,41.205162
Bismarck,1706184,-87.620847,40.252662,-87.602023,40.267308
Blairsville,1706444,-89.13339,37.803376,-89.114733,37.81827
Blandinsville,1706470,-90.88459,40.5446,-90.850701,40.56249
Bloomfield,1706565,-91.309603,40.011206,-91.292201,40.022585
Bloomingdale,1706587,-88.140147,41.930453,-88.049767,41.969047
Bloomington,1706613,-89.067715,40.429435,-88.863539,40.518523
Blue Island,1706704,-87.709557,41.632796,-87.650564,41.677419
Blue Mound,1706756,-89.129967,39.692957,-89.107316,39.71104
Bluffs,1706899,-90.544759,39.742806,-90.525725,39.755771
Bluford,1706964,-88.751882,38.305055,-88.716519,38.342699
Bolingbrook,1707133,-88.179663,41.630767,-88.028444,41.735937
Bondville,1707211,-88.375177,40.101847,-88.350664,40.12034
Bone Gap,1707224,-88.004938,38.438639,-87.986044,38.451562
Bonfield,1707237,-88.064597,41.139453,-88.043894,41.15051
Bonnie,1707263,-88.919286,38.191254,-88.898187,38.21405
Bonnie Brae,1707276,-88.04276,41.597407,-88.02631,41.603205
Boody,1707315,-89.056406,39.753865,-89.037595,39.776195
Boulder Hill,1707419,-88.349071,41.700314,-88.318023,41.720542
Bourbonnais,1707471,-87.911435,41.146812,-87.849839,41.221585
Bowen,1707510,-91.073,40.227604,-91.054735,40.23893
Braceville,1707640,-88.283648,41.215529,-88.219672,41.252932
Bradford,1707692,-89.667734,41.170054,-89.648108,41.184687
Bradley,1707744,-87.894543,41.133264,-87.810345,41.206874
Braidwood,1707770,-88.265148,41.245363,-88.18949,41.29224
Breese,1707913,-89.553847,38.596135,-89.49306,38.636177
Bridgeport,1708186,-87.768777,38.701603,-87.747381,38.71899
Bridgeview,1708225,-87.825321,41.704134,-87.789927,41.769502
Brighton,1708264,-90.160049,39.028435,-90.122134,39.054305
Brimfield,1708303,-89.894869,40.821378,-89.860783,40.848963
Broadlands,1708420,-88.003829,39.90452,-87.991021,39.913141
Broadview,1708446,-87.868111,41.845534,-87.842706,41.871468
Broadwell,1708472,-89.447051,40.063427,-89.437844,40.073759
Brocton,1708524,-87.940838,39.70979,-87.926444,39.720944
Brookfield,1708576,-87.861581,41.805281,-87.831659,41.842605
Brooklyn,1708667,-90.177486,38.646246,-90.154314,38.66028
Brookport,1708706,-88.639691,37.118204,-88.620788,37.141863
Broughton,1708875,-88.476166,37.925098,-88.44849,37.94377
Browning,1708953,-90.378803,40.118626,-90.367277,40.131544
Browns,1708979,-87.987832,38.372023,-87.976872,38.381489
Brownstown,1708992,-88.965131,38.983347,-88.945065,39.002086
Brussels,1709148,-90.604543,38.941446,-90.578761,38.953718
Bryant,1709161,-90.104602,40.459796,-90.089369,40.470708
Buckingham,1709304,-88.181516,41.040081,-88.16971,41.05465
Buckley,1709317,-88.042953,40.590227,-88.030405,40.602693
Buckner,1709330,-89.02726,37.973742,-89.002318,37.987017
Buda,1709356,-89.689071,41.321687,-89.667745,41.336356
Buffalo,1709434,-89.41555,39.846143,-89.40272,39.854516
Buffalo Grove,1709447,-87.994985,42.129702,-87.910547,42.210328
Buffalo Prairie,1709499,-90.87909,41.330395,-90.81696,41.353411
Bull Valley,1709531,-88.416618,42.281836,-88.31585,42.369226
Bulpitt,1709538,-89.42827,39.589791,-89.423284,39.593834
Buncombe,1709551,-88.984256,37.456318,-88.965505,37.480736
Bunker Hill,1709577,-89.964635,39.026795,-89.940407,39.056171
Burbank,1709642,-87.799814,41.733529,-87.740928,41.756561
Bureau Junction,1709681,-89.378706,41.276812,-89.354148,41.305837
Burlington,1709759,-88.587316,42.011092,-88.513773,42.066781
